CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;QT_ACAO_ORDIN_CAP_INTEGR;QT_ACAO_PREF_CAP_INTEGR;QT_ACAO_TOTAL_CAP_INTEGR;QT_ACAO_ORDIN_TESOURO;QT_ACAO_PREF_TESOURO;QT_ACAO_TOTAL_TESOURO
08.811.643/0001-27;2023-12-31;1;TRISUL S.A.;186618;0;186618;4505;0;4505
08.822.767/0001-08;2023-12-31;1;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;1471880;0;1471880;0;0;0
08.827.501/0001-58;2023-12-31;1;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;709956474;310300113;1020256587;0;0;0
08.873.873/0001-10;2023-12-31;1;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;2109396;0;2109396;0;0;0
08.902.291/0001-15;2023-12-31;2;CSN MINERAÇÃO S.A.;5485338838;0;5485338838;0;0;0
08.926.302/0001-05;2023-12-31;1;PRIO FORTE S.A.;539275344;0;539275344;0;0;0
08.935.054/0001-50;2023-12-31;2;MULTINER S/A;7877740;6843557;14721297;0;0;0
08.937.002/0001-13;2023-12-31;1;VISION SECURITIZADORA S.A.;2370202;0;2370202;0;0;0
09.041.168/0001-10;2023-12-31;1;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;102159;0;102159;1719;0;1719
09.042.817/0001-05;2023-12-31;3;BEMOBI MOBILE TECH S.A.;87003692;0;87003692;785800;0;785800
09.053.134/0001-45;2023-12-31;3;ELFA MEDICAMENTOS S.A.;603032083;0;603032083;0;0;0
09.054.385/0001-44;2023-12-31;1;INBRANDS S.A.;138442514;0;138442514;0;0;0
09.074.183/0001-64;2023-12-31;3;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;428071;0;428071;0;0;0
09.095.183/0001-40;2023-12-31;2;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;1047489;0;1047489;0;0;0
09.112.685/0001-32;2023-12-31;1;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;3148038;0;3148038;0;0;0
09.114.805/0001-30;2023-12-31;1;OCEANPACT SERVIÇOS MARITIMOS S.A.;199959554;0;199959554;1973951;0;1973951
09.116.278/0001-01;2023-12-31;1;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;14049;4073;18122;0;0;0
09.146.451/0001-06;2023-12-31;1;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;135602;0;135602;0;0;0
09.149.503/0001-06;2023-12-31;1;SERENA GERAÇÃO S.A.;200274405;0;200274405;0;0;0
09.229.201/0001-30;2023-12-31;1;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;672170267;0;672170267;0;0;0
09.257.877/0001-37;2023-12-31;1;FERROVIA NORTE SUL S/A;1835966791;0;1835966791;0;0;0
09.267.996/0001-70;2023-12-31;1;YUNY INCORPORADORA HOLDING S.A.;41337993;0;41337993;0;0;0
09.288.252/0001-32;2023-12-31;1;ANIMA HOLDING S.A.;403868805;0;403868805;26482114;0;26482114
09.295.063/0001-97;2023-12-31;1;TECHNOS S.A.;70906215;0;70906215;2323809;0;2323809
09.304.427/0001-58;2023-12-31;1;HABITASEC SECURITIZADORA SA;900000;0;900000;0;0;0
09.305.994/0001-29;2023-12-31;1;AZUL S.A.;928965058;335747796;1264712854;0;499999;499999
09.313.969/0001-97;2023-12-31;2;AUTOPISTA LITORAL SUL;2707423502;0;2707423502;0;0;0
09.324.949/0001-11;2023-12-31;2;AUTOPISTA FLUMINENSE SA;658918293;0;658918293;0;0;0
09.325.109/0001-73;2023-12-31;2;AUTOPISTA PLANALTO SUL SA;1721076003;0;1721076003;0;0;0
09.326.342/0001-70;2023-12-31;2;AUTOPISTA FERNÃO DIAS SA;2463562435;0;2463562435;0;0;0
09.336.431/0001-06;2023-12-31;1;AUTOPISTA REGIS BITTENCOURT SA;747759759;0;747759759;0;0;0
09.346.601/0001-25;2023-12-31;1;B3 S.A. - BRASIL, BOLSA, BALCÃO;5646500000;0;5646500000;34140640;0;34140640
09.347.516/0001-81;2023-12-31;1;ELETROMIDIA S.A.;139983753;0;139983753;845648;0;845648
09.359.927/0001-97;2023-12-31;1;ASA BRANCA HOLDING S.A.;64042606;0;64042606;0;0;0
09.391.823/0001-60;2023-12-31;1;SANTO ANTONIO ENERGIA S.A.;1801134793836;0;1801134793836;0;0;0
09.414.761/0001-64;2023-12-31;1;K-INFRA RODOVIA DO AÇO S.A.;438327;0;438327;0;0;0
09.478.309/0001-66;2023-12-31;1;BRASIL BIOFUELS S.A.;6055973;0;6055973;0;0;0
09.527.023/0001-23;2023-12-31;1;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;232476294;0;232476294;0;0;0
09.538.973/0001-53;2023-12-31;1;PDG COMPANHIA SECURITIZADORA;36292;0;36292;0;0;0
09.584.854/0001-37;2023-12-31;1;MANAUS TRANSMISSORA DE ENERGIA S.A;1255333;0;1255333;0;0;0
09.611.768/0001-76;2023-12-31;1;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;86885350;0;86885350;0;0;0
09.625.321/0001-56;2023-12-31;1;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;1687300000;0;1687300000;0;0;0
09.813.204/0001-16;2023-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;108655567;0;108655567;0;0;0
10.139.870/0001-08;2023-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;238662330;0;238662330;10138641;0;10138641
10.215.988/0001-60;2023-12-31;1;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;2142719169;0;2142719169;0;0;0
10.234.027/0001-00;2023-12-31;1;LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S/A;667013209;0;667013209;0;0;0
10.240.186/0001-00;2023-12-31;1;LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A;632529094;0;632529094;0;0;0
10.285.590/0001-08;2023-12-31;1;GRUPO DE MODA SOMA S.A.;784747373;0;784747373;0;0;0
10.319.900/0001-50;2023-12-31;1;CICLUS AMBIENTAL RIO S/A;60000273;0;60000273;0;0;0
10.324.624/0001-18;2023-12-31;1;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;1613694012;0;1613694012;0;0;0
10.338.320/0001-00;2023-12-31;1;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;63085;0;63085;0;0;0
10.452.416/0001-02;2023-12-31;1;REAG CAPITAL HOLDING S.A.;736842;0;736842;0;0;0
10.488.244/0001-19;2023-12-31;3;INFRASEC SECURITIZADORA S.A.;10000;0;10000;0;0;0
10.502.676/0001-37;2023-12-31;3;TERMELÉTRICA PERNAMBUCO III S.A.;26162998;0;26162998;0;0;0
10.531.501/0001-58;2023-12-31;1;CONC AUTO RAPOSO TAVARES S.A.;6301299;6301299;12602598;0;0;0
10.571.175/0001-02;2023-12-31;1;URBA DESENVOLVIMENTO URBANO S.A.;146235;0;146235;336;0;336
10.629.105/0001-68;2023-12-31;1;PRIO S.A.;887229147;0;887229147;52697965;0;52697965
10.635.691/0001-53;2023-12-31;3;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;249500;249500;499000;0;0;0
10.647.979/0001-48;2023-12-31;1;CONC ROTA DAS BANDEIRAS S.A.;278399525;278399525;556799050;0;0;0
10.670.314/0001-55;2023-12-31;1;VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA;828812;0;828812;0;0;0
10.678.505/0001-63;2023-12-31;2;CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL;30357847596;0;30357847596;0;0;0
10.739.356/0001-03;2023-12-31;3;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;200546;114440;314986;0;0;0
10.760.260/0001-19;2023-12-31;1;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;525591097;0;525591097;8326;0;8326
10.807.374/0001-77;2023-12-31;2;BOA SAFRA SEMENTES S.A.;117140326;0;117140326;0;0;0
10.835.932/0001-08;2023-12-31;1;CIA ENERGETICA DE PERNAMBUCO - CELPE;66052;7648;73700;0;0;0
10.841.050/0001-55;2023-12-31;1;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;287665;0;287665;0;0;0
11.274.829/0001-07;2023-12-31;1;COMPANHIA PAULISTA DE SECURITIZAÇÃO;2830956;0;2830956;0;0;0
11.284.204/0001-18;2023-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;32317;0;32317;0;0;0
11.421.994/0001-36;2023-12-31;3;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;82951;0;82951;0;0;0
11.669.021/0001-10;2023-12-31;1;ENAUTA PARTICIPAÇÕES S.A.;265806905;0;265806905;2331677;0;2331677
11.716.471/0001-17;2023-12-31;1;TRX SECURITIZADORA S.A.;28905;0;28905;0;0;0
11.721.921/0001-60;2023-12-31;1;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;19561704;0;19561704;0;0;0
11.992.680/0001-93;2023-12-31;1;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;284014325;0;284014325;4766013;0;4766013
12.049.631/0001-84;2023-12-31;1;MOURA DUBEUX ENGENHARIA S/A;84909375;0;84909375;1153611;0;1153611
12.091.809/0001-55;2023-12-31;1;BRAVA ENERGIA S.A.;239984927;0;239984927;0;0;0
12.104.241/0004-02;2023-12-31;1;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;527481598;0;527481598;19196692;0;19196692
12.108.897/0001-50;2023-12-31;3;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;50603;0;50603;0;0;0
12.181.987/0001-77;2023-12-31;1;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;206269341;0;206269341;3550937;0;3550937
12.300.288/0001-07;2023-12-31;2;NORTE ENERGIA S.A.;13396000;0;13396000;0;0;0
12.420.164/0001-57;2023-12-31;1;CM HOSPITALAR S.A;322820608;0;322820608;2773600;0;2773600
12.489.315/0001-23;2023-12-31;1;FERREIRA GOMES ENERGIA S.A.;807080529;0;807080529;0;0;0
12.528.708/0001-07;2023-12-31;1;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;1242403933;0;1242403933;17944088;0;17944088
12.592.831/0001-89;2023-12-31;1;MNLT S.A.;2260490292;10;2260490302;0;0;0
12.648.266/0001-24;2023-12-31;3;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;167041869;0;167041869;0;0;0
12.648.327/0001-53;2023-12-31;1;HIDROVIAS DO BRASIL S.A.;760383;0;760383;0;0;0
12.919.786/0001-24;2023-12-31;1;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;8116936;0;8116936;0;0;0
13.009.717/0001-46;2023-12-31;1;BCO ESTADO DE SERGIPE S.A. - BANESE;8896776;8896776;17793552;0;0;0
13.017.462/0001-63;2023-12-31;1;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;195509;0;195509;0;0;0
13.217.485/0001-11;2023-12-31;2;GRUPO SBF S.A.;243688980;0;243688980;0;0;0
13.270.520/0001-66;2023-12-31;1;KORA SAÚDE PARTICIPAÇÕES S.A.;773348;0;773348;4867;0;4867
13.444.994/0001-87;2023-12-31;1;MLOG S.A.;2306;0;2306;594;0;594
13.522.948/0001-59;2023-12-31;1;SAFIRA HOLDING S.A.;11010000;0;11010000;0;0;0
13.574.594/0001-96;2023-12-31;1;ZAMP SA;275355447;0;275355447;8582468;0;8582468
13.584.310/0001-42;2023-12-31;1;SUGOI S.A.;32428;0;32428;0;0;0
13.783.221/0004-78;2023-12-31;1;MADERO INDÚSTRIA E COMÉRCIO S.A.;314820171;31541101;346361272;0;0;0
14.110.585/0001-07;2023-12-31;1;MÉLIUZ S.A.;86580215;0;86580215;0;0;0
14.127.813/0001-51;2023-12-31;1;REAG INVESTIMENTOS S.A.;50797017;0;50797017;0;0;0
14.191.427/0001-29;2023-12-31;1;GRANBIO INVESTIMENTOS S.A.;108133;0;108133;0;0;0
14.292.540/0001-09;2023-12-31;1;BRAZIL TOWER, CESSÃO DE INFRA-ESTRUTURAS S.A;108417531;0;108417531;0;0;0
14.388.334/0001-99;2023-12-31;2;PARANA BCO S.A.;1667815950;1629433514;3297249464;0;0;0
14.776.142/0001-50;2023-12-31;1;WESTWING COMÉRCIO VAREJISTA S.A.;110676594;0;110676594;0;0;0
14.785.152/0001-51;2023-12-31;1;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;103188981;0;103188981;590192;0;590192
14.796.754/0001-04;2023-12-31;1;ENGELHART CTP (BRASIL) S.A.;10800300000;0;10800300000;0;0;0
14.807.945/0001-24;2023-12-31;1;SANSUY S.A. INDUSTRIA DE PLASTICOS;2657920;5058480;7716400;0;0;0
14.876.090/0001-93;2023-12-31;1;GAIA IMPACTO SECURITIZADORA S.A.;1500;0;1500;0;0;0
14.882.295/0001-81;2023-12-31;1;CBO HOLDING S.A.;138622434;0;138622434;0;0;0
14.998.371/0001-19;2023-12-31;2;J. MACEDO S.A.;10675;8693;19368;0;0;0
15.073.274/0001-88;2023-12-31;1;PPLA PARTICIPATIONS LTD.;2814666;1;2814667;0;0;0
15.090.690/0001-94;2023-12-31;1;CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.;1922551;0;1922551;0;0;0
15.114.494/0001-02;2023-12-31;1;CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.;164955410;11239603;176195013;0;0;0
15.115.504/0001-24;2023-12-31;1;TRONOX PIGMENTOS DO BRASIL S.A.;10158398;18860349;29018747;0;0;0
15.139.629/0001-94;2023-12-31;1;CIA ELETRICIDADE EST. DA BAHIA - COELBA;151998;110098;262096;0;0;0
15.141.799/0001-03;2023-12-31;1;CIA FERRO LIGAS DA BAHIA - FERBASA;29440000;58880000;88320000;40000;3183300;3223300
15.385.166/0001-40;2023-12-31;1;EQUIPAV SANEAMENTO S.A.;532852047;0;532852047;0;0;0
15.413.826/0001-50;2023-12-31;1;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;647015;0;647015;0;0;0
15.440.708/0001-30;2023-12-31;1;CONCESSIONÁRIA VIARIO S.A.;355432206;0;355432206;0;0;0
15.484.093/0001-44;2023-12-31;1;ECO101 CONCESSIONÁRIA DE RODOVIAS S.A.;1422109;0;1422109;0;0;0
15.494.541/0001-90;2023-12-31;1;SALUS INFRAESTRUTURA PORTUARIA SA;420000;0;420000;0;0;0
15.578.569/0001-06;2023-12-31;3;CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.;3033542;0;3033542;0;0;0
15.688.041/0001-90;2023-12-31;1;MBK SECURITIZADORA SA;13354;0;13354;0;0;0
16.233.389/0001-55;2023-12-31;2;CVLB BRASIL S.A;124984768;0;124984768;0;0;0
16.234.171/0001-15;2023-12-31;1;METANOR SA METANOL DO NE;97768099;196571002;294339101;0;0;0
16.404.287/0001-55;2023-12-31;1;SUZANO S.A.;1324117615;0;1324117615;34765600;0;34765600
16.590.234/0001-76;2023-12-31;1;AZZAS 2154 S.A.;110989206;0;110989206;0;0;0
16.614.075/0001-00;2023-12-31;1;DIRECIONAL ENGENHARIA S.A.;173500000;0;173500000;806494;0;806494
16.670.085/0001-55;2023-12-31;3;LOCALIZA RENT A CAR S.A.;1068095319;0;1068095319;10530456;0;10530456
16.676.520/0001-59;2023-12-31;1;HOSPITAL MATER DEI S.A.;382329821;0;382329821;286400;0;286400
16.811.931/0001-00;2023-12-31;2;ALPHAVILLE S.A.;28615213;0;28615213;295;0;295
16.838.421/0001-26;2023-12-31;1;XP INVESTIMENTOS S.A.;5040212575;0;5040212575;0;0;0
16.922.038/0001-51;2023-12-31;1;ENJOEI S.A.;202630;0;202630;0;0;0
17.155.730/0001-64;2023-12-31;1;CIA ENERGETICA DE MINAS GERAIS - CEMIG;735848;1465523;2201371;0;846;846
17.159.005/0001-64;2023-12-31;1;FIACAO E TECELAGEM SAO JOSE SA EM RECUPERACAO JUDICIAL;4500;9000;13500;948;0;948
17.159.229/0001-76;2023-12-31;1;LABORATÓRIO TEUTO BRASILEIRO S.A.;54655555;0;54655555;0;0;0
17.161.241/0001-15;2023-12-31;1;MINASMAQUINAS S.A.;22;22;44;1;2;3
17.162.082/0001-73;2023-12-31;1;MENDES JUNIOR ENGENHARIA S.A.;6977;3332;10309;0;0;0
17.167.396/0001-69;2023-12-31;1;ALFA HOLDINGS S.A.;46011632;38670637;84682269;0;0;0
17.167.412/0001-13;2023-12-31;1;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;58736269;44206287;102942556;157800;132200;290000
17.184.037/0001-10;2023-12-31;1;BCO MERCANTIL DO BRASIL S.A.;65156;39676;104832;0;349;349
17.193.806/0001-46;2023-12-31;1;CONSORCIO ALFA DE ADMINISTRACAO S.A.;40394932;33251456;73646388;0;0;0
17.234.244/0001-31;2023-12-31;1;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;550871212;0;550871212;0;0;0
17.245.234/0001-00;2023-12-31;1;CIA FIACAO TECIDOS CEDRO CACHOEIRA;5707104;4292896;10000000;0;0;0
17.281.106/0001-03;2023-12-31;1;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;380253;0;380253;1072;0;1072
17.314.329/0001-20;2023-12-31;1;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;286369530;0;286369530;926500;0;926500
17.344.597/0001-94;2023-12-31;1;BB SEGURIDADE PARTICIPAÇÕES S.A.;2000000000;0;2000000000;23133332;0;23133332
17.359.233/0001-88;2023-12-31;1;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;383000000;0;383000000;0;0;0
18.174.270/0001-84;2023-12-31;1;DOTZ S.A.;13244055;0;13244055;187372;0;187372
18.328.118/0001-09;2023-12-31;1;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;462523502;0;462523502;11600015;0;11600015
18.483.666/0001-03;2023-12-31;1;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;95863295;0;95863295;4874833;0;4874833
18.494.485/0001-82;2023-12-31;1;PORTO SUDESTE V.M. S.A.;3602020;0;3602020;0;0;0
18.572.225/0001-88;2023-12-31;1;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;380000;0;380000;0;0;0
18.593.815/0001-97;2023-12-31;2;PRINER SERVIÇOS INDUSTRIAIS S.A.;38908257;0;38908257;1800000;0;1800000
18.903.785/0001-78;2023-12-31;1;HOLDING DO ARAGUAIA S.A.;686150;0;686150;0;0;0
19.014.221/0001-47;2023-12-31;1;CHINA THREE GORGES BRASIL ENERGIA S.A.;992653503;0;992653503;0;0;0
19.208.022/0001-70;2023-12-31;1;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;813000;0;813000;0;0;0
19.403.252/0001-90;2023-12-31;2;EMCCAMP RESIDENCIAL S.A.;51018519;0;51018519;0;0;0
19.521.322/0001-04;2023-12-31;2;CONCESSIONÁRIA ROTA DO OESTE S.A.;1861174;0;1861174;0;0;0
19.526.748/0001-50;2023-12-31;1;CIA INDUSTRIAL CATAGUASES;144;1;145;0;0;0
19.527.586/0001-75;2023-12-31;1;COMPANHIA ENERGÉTICA SINOP S/A;2234136;0;2234136;0;0;0
19.527.639/0001-58;2023-12-31;1;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;1058767;0;1058767;0;0;0
19.642.306/0001-70;2023-12-31;1;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;1088000000;0;1088000000;0;0;0
19.726.048/0001-00;2023-12-31;1;CONCESSIONÁRIA BR-040 S.A.;1867850498;0;1867850498;0;0;0
19.796.586/0001-70;2023-12-31;1;BRISANET PARTICIPAÇÕES S.A.;449094916;0;449094916;3350000;0;3350000
20.247.322/0001-47;2023-12-31;1;ALLIED TECNOLOGIA S.A.;93221;0;93221;0;0;0
20.258.278/0001-70;2023-12-31;2;OUROFINO S.A.;53949006;0;53949006;181400;0;181400
20.512.706/0001-40;2023-12-31;2;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;1959751705;0;1959751705;0;0;0
20.514.555/0001-69;2023-12-31;1;ARGO VI TRANSMISSÃO DE ENERGIA S.A.;215600280;0;215600280;0;0;0
20.514.590/0001-88;2023-12-31;1;ARGO V TRANSMISSÃO DE ENERGIA S.A.;251284711;0;251284711;0;0;0
21.110.778/0001-23;2023-12-31;1;OLIVEIRA TRUST S.A.;172280750;1688692500;1860973250;0;0;0
21.240.146/0001-84;2023-12-31;1;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;170824989;0;170824989;3395679;0;3395679
21.254.073/0001-80;2023-12-31;1;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;7589885;0;7589885;0;0;0
21.255.567/0001-89;2023-12-31;1;CIA TECIDOS SANTANENSE EM RECUPERAÇÃO JUDICIAL;9510277;18314504;27824781;0;0;0
21.314.559/0001-66;2023-12-31;1;MOVIDA PARTICIPACOES SA;362302086;0;362302086;4521816;0;4521816
21.389.501/0001-81;2023-12-31;1;COMPASS GÁS E ENERGIA S.A.;628487691;85702404;714190095;0;0;0
21.414.457/0001-12;2023-12-31;1;LEADS CIA. SECURITIZADORA;1649997;0;1649997;0;0;0
21.728.083/0001-00;2023-12-31;1;ARGO VII TRANSMISSÃO DE ENERGIA S.A.;504397379;0;504397379;0;0;0
21.948.105/0001-47;2023-12-31;1;BTGI QUARTZO PARTICIPAÇÕES S/A;1055500;0;1055500;0;0;0
21.976.510/0001-79;2023-12-31;1;BTGI SAFIRA PARTICIPAÇÕES S/A;1100500;0;1100500;0;0;0
22.163.297/0001-49;2023-12-31;1;CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE;147368;0;147368;0;0;0
22.261.473/0001-85;2023-12-31;1;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;153470799;153470799;306941598;0;0;0
22.266.175/0001-88;2023-12-31;1;FERTILIZANTES HERINGER S.A.;53857284;0;53857284;0;0;0
22.543.331/0001-00;2023-12-31;1;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;3000000;0;3000000;0;0;0
23.041.875/0001-37;2023-12-31;1;ALMACENES ÉXITO S.A.;1344720453;0;1344720453;46856094;0;46856094
23.096.269/0001-19;2023-12-31;1;RIO PARANA ENERGIA S.A.;7014326211;0;7014326211;0;0;0
23.236.821/0001-27;2023-12-31;1;PATRIMAR ENGENHARIA S.A.;56026;0;56026;0;0;0
23.373.000/0001-32;2023-12-31;1;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;1104324569;0;1104324569;7891532;0;7891532
23.438.929/0001-00;2023-12-31;1;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;291260;0;291260;0;0;0
24.230.275/0001-80;2023-12-31;2;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;204256000;0;204256000;6000000;0;6000000
24.396.489/0001-20;2023-12-31;1;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2646299065;0;2646299065;0;0;0
24.624.490/0001-65;2023-12-31;1;ARGO TRANSMISSÃO DE ENERGIA S/A;499811000;0;499811000;0;0;0
24.624.551/0001-94;2023-12-31;1;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A;1759420;0;1759420;0;0;0
24.921.465/0001-43;2023-12-31;1;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;134775745;0;134775745;0;0;0
24.962.466/0001-36;2023-12-31;1;RUMO MALHA NORTE S.A.;1107698070;81714293;1189412363;0;0;0
24.990.777/0001-09;2023-12-31;1;GRUPO MATEUS S.A.;2209346079;0;2209346079;171437;0;171437
25.089.509/0001-83;2023-12-31;1;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;7137811;5;7137816;0;0;0
25.249.439/0001-83;2023-12-31;2;HOSPITAL CARE CALEDONIA S.A.;129351918;42796005;172147923;0;0;0
25.369.840/0001-57;2023-12-31;1;COMERC ENERGIA S.A.;363029262;0;363029262;0;0;0
26.072.786/0001-46;2023-12-31;1;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;404800;0;404800;211011;0;211011
26.345.998/0001-50;2023-12-31;1;TC S.A.;280147;0;280147;4712;0;4712
26.462.693/0001-28;2023-12-31;1;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;199534352;0;199534352;4100000;0;4100000
26.609.050/0001-64;2023-12-31;1;TRAVESSIA SECURITIZADORA S.A.;238;0;238;0;0;0
26.659.061/0001-59;2023-12-31;2;MPM CORPÓREOS S.A.;361423066;0;361423066;0;0;0
26.664.057/0001-89;2023-12-31;2;ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.;560628;0;560628;0;0;0
26.845.702/0001-60;2023-12-31;1;EQUATORIAL TRANSMISSORA 7 SPE S.A.;146857116;0;146857116;0;0;0
26.982.634/0001-80;2023-12-31;1;TURBI COMPARTILHAMENTO DE VEÍCULOS S.A.;12520;6448;18968;0;0;0
27.093.558/0001-15;2023-12-31;1;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;246309;0;246309;4809;0;4809
27.137.879/0001-74;2023-12-31;1;CIA SEC DE CRÉDITOS FINANCEIROS CARTÕES CONSIGNADOS I;72;0;72;0;0;0
27.157.474/0001-06;2023-12-31;1;ÁGUAS DE TERESINA SANEAMENTO SPE S.A.;86579150;0;86579150;0;0;0
27.743.642/0001-37;2023-12-31;2;CONSTRUTORA METROCASA S.A.;15000;0;15000;0;0;0
27.956.690/0001-03;2023-12-31;1;AUZZA SECURITIZADORA S. A.;601666;0;601666;0;0;0
27.967.244/0001-02;2023-12-31;1;EQUATORIAL TRANSMISSORA 8 SPE S.A.;171170601;0;171170601;0;0;0
28.019.100/0001-89;2023-12-31;2;VIAPAULISTA S.A.;1444292919;0;1444292919;0;0;0
28.127.603/0001-78;2023-12-31;1;BANESTES S.A. - BCO EST ESPIRITO SANTO;231006;84906;315912;0;0;0
28.152.650/0001-71;2023-12-31;1;EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.;5876;0;5876;0;0;0
28.195.667/0001-06;2023-12-31;3;BCO ABC BRASIL S.A.;119010510;117925586;236936096;0;4385728;4385728
28.201.130/0001-01;2023-12-31;1;ENERGISA TRANSMISSÃO DE ENERGIA S/A;1053978900;0;1053978900;0;0;0
28.594.234/0001-23;2023-12-31;2;AUREN ENERGIA S.A.;1000000;0;1000000;0;0;0
28.925.264/0001-75;2023-12-31;1;COMPANHIA ENERGÉTICA JAGUARA;875448805;0;875448805;0;0;0
28.942.127/0001-49;2023-12-31;1;COMPANHIA ENERGÉTICA MIRANDA;590713140;0;590713140;0;0;0
29.780.061/0001-09;2023-12-31;1;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;57737;0;57737;629;0;629
29.884.545/0001-90;2023-12-31;1;ECORIOMINAS CONCESSIONÁRIA DE RODOVIAS S.A.;799995;0;799995;0;0;0
29.950.060/0001-57;2023-12-31;1;NORTEC QUÍMICA S.A.;11759;119;11878;0;0;0
29.980.141/0001-08;2023-12-31;1;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;30000000;0;30000000;0;0;0
30.213.493/0001-09;2023-12-31;1;TEGRA INCORPORADORA S.A.;334150965;0;334150965;0;0;0
30.306.294/0001-45;2023-12-31;3;BCO BTG PACTUAL S.A.;7244165568;4261954360;11506119928;0;0;0
