CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;QT_ACAO_ORDIN_CAP_INTEGR;QT_ACAO_PREF_CAP_INTEGR;QT_ACAO_TOTAL_CAP_INTEGR;QT_ACAO_ORDIN_TESOURO;QT_ACAO_PREF_TESOURO;QT_ACAO_TOTAL_TESOURO
00.864.214/0001-06;2020-12-31;2;ENERGISA S.A.;755993938;1058567972;1814561910;0;0;0
00.897.864/0001-58;2020-12-31;1;SANTA CATARINA PART INVEST SA;200;0;200;0;0;0
00.924.429/0001-75;2020-12-31;3;FERROVIA CENTRO-ATLANTICA S.A.;136242616;19;136242635;0;0;0
00.938.574/0001-05;2020-12-31;1;CONC RIO-TERESOPOLIS S.A.;48786;37680;86466;0;0;0
00.974.211/0001-25;2020-12-31;1;LINHA AMARELA S.A. - LAMSA;55387601;110775212;166162813;0;0;0
00.979.969/0001-56;2020-12-31;1;CAIXA ADM DIV PUB ESTADUAL SA;69150;0;69150;0;0;0
01.027.058/0001-91;2020-12-31;2;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2716815061;0;2716815061;9661292;0;9661292
01.083.200/0001-18;2020-12-31;1;NEOENERGIA S.A.;1213797;0;1213797;0;0;0
01.104.937/0001-70;2020-12-31;1;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;11764;0;11764;0;0;0
01.107.327/0001-20;2020-12-31;1;BBM LOGÍSTICA S.A.;40760818;0;40760818;0;0;0
01.258.944/0001-26;2020-12-31;2;RUMO MALHA SUL S.A.;45035110304475;68516168445415;113551278749890;0;0;0
01.319.044/0001-41;2020-12-31;1;WTC AMAZONAS SUITE HOTEL S.A.;100;0;100;0;0;0
01.417.222/0001-77;2020-12-31;1;MRS LOGISTICA S.A.;188333;151667;340000;0;0;0
01.468.594/0001-22;2020-12-31;1;LG INFORMÁTICA S.A.;4569495;2926086;7495581;0;0;0
01.543.032/0001-04;2020-12-31;1;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;255286739;0;255286739;0;0;0
01.545.826/0001-07;2020-12-31;1;GAFISA S.A.;300676;0;300676;342;0;342
01.548.981/0001-79;2020-12-31;1;INVESTIMENTOS BEMGE S.A.;792;1572;2364;0;0;0
01.599.101/0001-93;2020-12-31;1;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;127150021;0;127150021;0;0;0
01.616.929/0001-02;2020-12-31;2;SANEAMENTO DE GOIAS SA;2037905094;477641274;2515546368;0;0;0
01.838.723/0001-27;2020-12-31;1;BRF S.A.;812473246;0;812473246;4766084;0;4766084
01.851.771/0001-55;2020-12-31;1;524 PARTICIPACOES S.A.;228361901;0;228361901;0;0;0
01.896.779/0001-38;2020-12-31;1;CSU DIGITAL S.A.;41800;0;41800;691;0;691
01.917.818/0001-36;2020-12-31;1;LIGHT ENERGIA S.A.;77421581;0;77421581;0;0;0
01.938.783/0001-11;2020-12-31;1;CIA PARTICIPACOES ALIANCA DA BAHIA;6425139;6425139;12850278;0;0;0
01.957.772/0001-89;2020-12-31;1;SUL 116 PARTICIPACOES S.A.;83596903;0;83596903;0;0;0
01.971.614/0001-83;2020-12-31;1;EMPRESA NAC COM REDITO PART S.A.ENCORPAR;1026;874;1900;0;0;0
01.989.044/0001-59;2020-12-31;1;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;1000;0;1000;0;0;0
02.016.440/0001-62;2020-12-31;1;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;1125427;0;1125427;0;0;0
02.062.747/0001-08;2020-12-31;1;SUDESTE S.A.;126178324;0;126178324;0;0;0
02.105.040/0001-23;2020-12-31;1;VIRGO II COMPANHIA DE SECURITIZACAO;41403;246;41649;0;0;0
02.149.205/0001-69;2020-12-31;3;PORTO SEGURO S.A.;323293;0;323293;3369;0;3369
02.162.616/0001-94;2020-12-31;1;UPTICK PARTICIPACOES S.A. - EM LIQUIDAÇÃO;52437;0;52437;0;0;0
02.193.750/0001-52;2020-12-31;1;DEXXOS PARTICIPAÇÕES S.A.;29413910;1923935;31337845;0;161300;161300
02.201.787/0001-85;2020-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;2609000;30;2609030;0;0;0
02.217.319/0001-07;2020-12-31;1;YBYRÁ CAPITAL S.A.;116574000;0;116574000;0;0;0
02.221.531/0001-30;2020-12-31;1;RDN CONCESSÕES E PARTICIPAÇÕES S.A.;949726437;1899452873;2849179310;0;0;0
02.255.187/0001-08;2020-12-31;1;UNIFIQUE TELECOMUNICAÇÕES S.A.;11893265;0;11893265;0;0;0
02.258.422/0001-97;2020-12-31;1;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;246386;66035;312421;0;0;0
02.281.836/0001-37;2020-12-31;1;TRANSNORDESTINA LOGISTICA SA;26099763;26099748;52199511;0;0;0
02.286.479/0001-08;2020-12-31;1;LOCALIZA FLEET S.A.;103280;0;103280;0;0;0
02.291.077/0001-93;2020-12-31;1;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;100;0;100;0;0;0
02.302.100/0001-06;2020-12-31;1;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;39091735;0;39091735;0;0;0
02.302.101/0001-42;2020-12-31;1;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;14705;22242;36947;0;0;0
02.318.346/0001-68;2020-12-31;1;OPPORTUNITY ENERGIA E PARTICIPACOES S.A. - EM LIQUIDAÇÃO;1816703827;0;1816703827;0;0;0
02.328.280/0001-97;2020-12-31;1;ELEKTRO REDES S.A.;91881;101878;193759;0;0;0
02.338.534/0001-58;2020-12-31;1;LONGDIS S.A.;4849892;0;4849892;0;0;0
02.351.144/0001-18;2020-12-31;1;TEGMA GESTAO LOGISTICA S.A.;66002915;0;66002915;65143;0;65143
02.351.877/0001-52;2020-12-31;1;LWSA S/A;125890296;0;125890296;14118;0;14118
02.357.251/0001-53;2020-12-31;1;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;2576438;0;2576438;0;0;0
02.365.069/0001-44;2020-12-31;1;PADTEC HOLDING S.A.;78450;0;78450;0;0;0
02.382.073/0001-10;2020-12-31;1;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;221673074;0;221673074;0;0;0
02.387.241/0001-60;2020-12-31;2;RUMO S.A.;1853268772;0;1853268772;532000;0;532000
02.397.080/0001-96;2020-12-31;1;ITAPEBI GERACAO DE ENERGIA S.A.;202525;0;202525;0;0;0
02.415.408/0001-50;2020-12-31;1;CONC ROD.OESTE SP VIAOESTE S.A;6988146121;6988146121;13976292242;0;0;0
02.421.421/0001-11;2020-12-31;1;TIM S.A.;2420804398;0;2420804398;397431;0;397431
02.429.144/0001-93;2020-12-31;2;CPFL ENERGIA S.A.;1152254440;0;1152254440;0;0;0
02.451.848/0001-62;2020-12-31;1;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;175000000;0;175000000;0;0;0
02.474.103/0001-19;2020-12-31;2;ENGIE BRASIL ENERGIA S.A.;815927740;0;815927740;0;0;0
02.502.844/0001-66;2020-12-31;1;RUMO MALHA PAULISTA S.A.;1306294929045;2415495147055;3721790076100;0;0;0
02.509.186/0001-34;2020-12-31;2;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;610;0;610;0;0;0
02.509.491/0001-26;2020-12-31;1;CONC ECOVIAS IMIGRANTES S.A.;262452;0;262452;0;0;0
02.558.157/0001-62;2020-12-31;1;TELEFÔNICA BRASIL S.A;1690985;0;1690985;2811;0;2811
02.560.878/0001-07;2020-12-31;1;HOSPITAL ANCHIETA S.A.;5930;0;5930;0;0;0
02.591.787/0001-39;2020-12-31;1;CAPITALPART PARTICIPACOES S.A.;143243;0;143243;0;0;0
02.635.522/0001-95;2020-03-31;1;JALLES MACHADO S.A.;456199;0;456199;0;0;0
02.643.896/0001-52;2020-12-31;1;REAL AI PIC SEC DE CREDITOS IMOBILIARIO S.A.;59406;0;59406;0;0;0
02.664.042/0001-52;2020-12-31;2;TERMINAL GARAGEM MENEZES CORTES S.A.;526308;0;526308;2;0;2
02.682.287/0001-02;2020-12-31;1;PAN FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;11000;0;11000;0;0;0
02.724.983/0001-34;2020-12-31;1;SANESALTO SANEAMENTO S.A.;50341;0;50341;0;0;0
02.736.470/0001-43;2020-12-31;1;CONFIANZA SECURITIZADORA SA;2354547;0;2354547;0;0;0
02.762.113/0001-50;2020-12-31;1;BRAZILIAN FINANCE E REAL ESTATE S.A.;239;478;717;0;0;0
02.762.115/0001-49;2020-12-31;2;MASSA FALIDA DA MMX MINERACAO E METALICOS S.A.;6488;0;6488;0;0;0
02.762.121/0001-04;2020-12-31;1;SANTOS BRASIL PARTICIPACOES S.A.;862478;0;862478;898;0;898
02.762.124/0001-30;2020-12-31;1;BETAPART PARTICIPACOES S.A.;2761620;0;2761620;0;0;0
02.773.542/0001-22;2020-12-31;1;OPEA SECURITIZADORA S.A.;7927;0;7927;0;0;0
02.783.423/0001-50;2020-12-31;1;ALTERE SECURITIZADORA S.A.;36218984;0;36218984;0;0;0
02.796.775/0001-40;2020-12-31;1;GAMA PARTICIPACOES S.A.;1935716;0;1935716;0;0;0
02.800.026/0001-40;2020-12-31;1;COGNA EDUCAÇÃO S.A.;1876606210;0;1876606210;7638405;0;7638405
02.846.056/0001-97;2020-12-31;1;CCR S.A.;2020000000;0;2020000000;0;0;0
02.860.694/0001-62;2020-12-31;1;T4F ENTRETENIMENTO S.A.;67413;0;67413;0;0;0
02.916.265/0001-60;2020-12-31;1;JBS S.A.;2623373646;0;2623373646;12848500;0;12848500
02.919.555/0001-67;2020-12-31;2;ARTERIS S.A.;731481;0;731481;0;0;0
02.932.074/0001-91;2020-12-31;1;HYPERA S.A.;633420823;0;633420823;9476;0;9476
02.950.811/0001-89;2020-12-31;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;8066;0;8066;0;0;0
02.992.449/0001-09;2020-12-31;1;PROMPT PARTICIPACOES S.A.;106815796;0;106815796;0;0;0
02.998.301/0001-81;2020-12-31;1;RIO PARANAPANEMA ENERGIA S.A.;31478;62955;94433;0;0;0
02.998.611/0001-04;2020-12-31;1;ISA ENERGIA BRASIL;257937732;400945572;658883304;0;0;0
03.014.553/0001-91;2020-12-31;1;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;176000;0;176000;2493;0;2493
03.025.305/0001-46;2020-12-31;1;RODOVIAS DAS COLINAS S.A.;74220;0;74220;0;0;0
03.207.703/0001-83;2020-12-31;2;CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;4763;0;4763;0;0;0
03.220.438/0001-73;2020-12-31;1;EQUATORIAL S.A.;1010511085;0;1010511085;1370000;0;1370000
03.303.999/0001-36;2020-12-31;1;DTCOM - DIRECT TO COMPANY S.A.;7338756;450655;7789411;0;0;0
03.342.704/0001-30;2020-12-31;1;PETRORECÔNCAVO S.A.;82962761;949005;83911766;0;0;0
03.378.521/0001-75;2020-12-31;2;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;303934060;0;303934060;0;0;0
03.467.321/0001-99;2020-12-31;1;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;75529774;143412165;218941939;0;0;0
03.494.776/0001-01;2020-12-31;1;AMMO VAREJO S.A.;430382917;0;430382917;0;0;0
03.538.833/0001-07;2020-12-31;1;XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A.;451303226;0;451303226;0;0;0
03.758.318/0001-24;2020-12-31;1;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;143057124;286114248;429171372;0;0;0
03.767.538/0001-14;2020-12-31;1;BRAZILIAN SECURITIES CIA SECURITIZACAO;77864966;0;77864966;0;0;0
03.795.050/0001-09;2020-12-31;1;TERMOPERNAMBUCO S.A.;539570;0;539570;0;0;0
03.802.115/0001-98;2020-12-31;1;CLEAR SALE S.A.;11030000;0;11030000;0;0;0
03.818.379/0001-30;2020-12-31;1;SABER SERVIÇOS EDUCACIONAIS S.A.;5125569249;0;5125569249;0;0;0
03.847.461/0001-92;2020-12-31;1;BRADESPAR S.A.;122171;225863;348034;0;0;0
03.853.896/0001-40;2020-12-31;2;MARFRIG GLOBAL FOODS S.A.;711369913;0;711369913;19413106;0;19413106
03.953.509/0001-47;2020-12-31;1;CPFL GERACAO DE ENERGIA S.A.;181789019;0;181789019;0;0;0
03.983.431/0001-03;2020-12-31;2;EDP - ENERGIAS DO BRASIL S.A.;606850;0;606850;8140;0;8140
04.030.182/0001-02;2020-12-31;1;CABINDA PARTICIPACOES S.A.;2458000;4916000;7374000;0;0;0
04.031.213/0001-31;2020-12-31;1;CACONDE PARTICIPACOES S.A.;703211;1406542;2109753;0;0;0
04.032.433/0001-80;2020-12-31;1;ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;24669930;0;24669930;2204;0;2204
04.038.763/0001-82;2020-12-31;1;CAIANDA PARTICIPACOES S.A.;686869;1373254;2060123;0;0;0
04.065.791/0001-99;2020-12-31;1;SINQIA S.A.;70548812;0;70548812;133468;0;133468
04.069.709/0001-02;2020-12-31;1;BIONEXO S.A.;89934036;42462759;132396795;0;0;0
04.089.570/0001-50;2020-12-31;1;ÁGUAS GUARIROBA S.A;111800014;0;111800014;0;0;0
04.128.563/0001-10;2020-12-31;3;AES TIETE ENERGIA SA;786265;1209267;1995532;0;0;0
04.149.454/0001-80;2020-12-31;1;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;558699;0;558699;713;0;713
04.172.213/0001-51;2020-12-31;1;CIA PIRATININGA DE FORCA E LUZ;53096770;0;53096770;0;0;0
04.200.649/0001-07;2020-12-31;1;COMPANHIA PROVINCIA DE SECURITIZACAO;820000;0;820000;0;0;0
04.233.319/0001-18;2020-12-31;1;NCF PARTICIPAÇÕES S/A;1685707;1502370;3188077;0;0;0
04.370.282/0001-70;2020-12-31;2;COPEL GERAÇÃO E TRANSMISSÃO S.A.;5765226052;0;5765226052;0;0;0
04.423.567/0001-21;2020-12-31;1;ENEVA S.A;315836;0;315836;0;0;0
04.437.534/0001-30;2020-12-31;1;LOCAMÉRICA RENT-A-CAR S.A.;86974124;0;86974124;0;0;0
04.739.720/0001-24;2020-12-31;1;USINA TERMELÉTRICA PAMPA SUL S.A.;1956692000;0;1956692000;0;0;0
04.752.991/0001-10;2020-12-31;1;BIOMM S.A.;67716252;0;67716252;0;0;0
04.821.041/0001-08;2020-12-31;1;METALFRIO SOLUTIONS S.A.;4106754;0;4106754;0;0;0
04.895.728/0001-80;2020-12-31;1;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2204620569;4453438;2209074007;0;0;0
04.902.979/0001-44;2020-12-31;1;BCO AMAZONIA S.A.;29645967;0;29645967;0;0;0
04.912.242/0001-02;2020-12-31;1;PORTUENSE FERRAGENS S/A;24;5;29;0;0;0
04.913.711/0001-08;2020-12-31;1;BCO ESTADO DO PARA S.A.;9521649;0;9521649;0;0;0
04.972.092/0001-22;2020-12-31;1;GRUPO FARTURA DE HORTIFRUT S.A.;2781220;0;2781220;0;0;0
04.986.320/0001-13;2020-12-31;1;SER EDUCACIONAL S.A.;128721560;0;128721560;0;0;0
04.992.714/0001-84;2020-12-31;1;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;2312328578;0;2312328578;0;0;0
05.197.443/0001-38;2020-12-31;2;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;3714929530;0;3714929530;2280;0;2280
05.303.439/0001-07;2020-12-31;1;UNIGEL PARTICIPAÇÕES S.A.;414297488;0;414297488;0;0;0
05.336.882/0001-84;2020-12-31;1;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;76281;0;76281;0;0;0
05.721.735/0001-28;2020-12-31;1;WILSON SONS LTD.;71736;0;71736;0;0;0
05.730.375/0001-20;2020-12-31;1;SMILES FIDELIDADE S.A.;124158953;0;124158953;0;0;0
05.799.312/0001-20;2020-12-31;1;TERRA SANTA AGRO S.A.;21779;0;21779;0;0;0
05.878.397/0001-32;2020-12-31;1;ALLOS S.A.;265772778;0;265772778;876688;0;876688
05.889.284/0001-32;2020-12-31;1;CSA-COMPANHIA SECURITIZADORA DE ATIVOS;2250172;20000;2270172;0;0;0
05.917.486/0001-40;2020-12-31;1;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;89584;0;89584;0;0;0
06.016.348/0001-53;2020-12-31;1;VENTOS DO SUL ENERGIA S.A.;140964000;0;140964000;0;0;0
06.047.087/0001-39;2020-12-31;1;REDE D'OR SÃO LUIZ S.A.;1985327155;0;1985327155;42800664;0;42800664
06.057.223/0001-71;2020-12-31;2;SENDAS DISTRIBUIDORA S.A.;268352;0;268352;0;0;0
06.137.677/0001-52;2020-12-31;1;BRPR 56 SECURITIZADORA CRED IMOB S.A.;388374;0;388374;0;0;0
06.164.253/0001-87;2020-12-31;1;GOL LINHAS AEREAS INTELIGENTES S.A.;2863682710;274024257;3137706967;0;1824034;1824034
06.272.793/0001-84;2020-12-31;1;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;161318939;2864960;164183899;0;0;0
06.347.409/0001-65;2020-12-31;1;SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;2054103161;0;2054103161;0;0;0
06.626.253/0001-51;2020-12-31;2;EMPREENDIMENTOS PAGUE MENOS S.A.;443781062;0;443781062;80000;0;80000
06.948.969/0001-75;2020-12-31;3;LINX S.A.;189408960;0;189408960;13715737;0;13715737
06.977.745/0001-91;2020-12-31;2;BR MALLS PARTICIPACOES S.A.;873141;0;873141;29413;0;29413
06.977.751/0001-49;2020-12-31;2;BR PROPERTIES S.A.;491510;0;491510;8698;0;8698
06.981.176/0001-58;2020-12-31;2;CEMIG GERACAO E TRANSMISSAO S.A.;2896785;0;2896785;0;0;0
06.981.180/0001-16;2020-12-31;2;CEMIG DISTRIBUICAO S.A.;2359113;0;2359113;0;0;0
06.981.381/0001-13;2020-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;801870;0;801870;0;0;0
07.040.108/0001-57;2020-12-31;1;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;183498962;56877;183555839;0;0;0
07.043.628/0001-13;2020-12-31;1;CLARO TELECOM PARTICIPAÇÕES S.A.;203583506;0;203583506;0;0;0
07.047.251/0001-70;2020-12-31;1;CIA ENERGETICA DO CEARA - COELCE;48067937;29787362;77855299;0;0;0
07.119.838/0001-48;2020-12-31;1;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;884189;0;884189;0;0;0
07.206.816/0001-15;2020-12-31;1;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;339000000;0;339000000;997696;0;997696
07.237.373/0001-20;2020-12-31;1;BCO NORDESTE DO BRASIL S.A.;86371;0;86371;0;0;0
07.253.321/0001-47;2020-12-31;1;CARBOMIL SA MINER. E INDUSTRIA;155;66;221;0;0;0
07.275.159/0001-68;2020-12-31;1;PETROLEO LUB DO NORDESTE SA;496;1674;2170;0;79;79
07.282.377/0001-20;2020-12-31;2;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;97112;0;97112;0;0;0
07.334.600/0001-35;2020-12-31;1;MARINA DE IRACEMA PARK SA;95244;1317;96561;0;0;0
07.401.436/0001-31;2020-12-31;1;ELDORADO BRASIL CELULOSE S.A.;1525558419;0;1525558419;0;0;0
07.415.333/0001-20;2020-12-31;2;SIMPAR S.A.;205817879;0;205817879;347813;0;347813
07.437.016/0001-05;2020-12-31;1;CINESYSTEM S.A.;30969063;0;30969063;0;0;0
07.526.557/0001-00;2020-12-31;1;AMBEV S.A.;15735118;0;15735118;203;0;203
07.587.384/0001-30;2020-12-31;1;PLANETA SECURITIZADORA S.A.;699;0;699;0;0;0
07.594.978/0001-78;2020-12-31;1;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;14601;7681;22282;0;0;0
07.628.528/0001-59;2020-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;62104301;0;62104301;2761820;0;2761820
07.636.657/0001-99;2020-12-31;1;AÇO VERDE DO BRASIL S.A;1032145;569690;1601835;400;363459;363859
07.659.538/0001-51;2020-12-31;1;DINAMICA ENERGIA S.A.;334424;0;334424;0;0;0
07.689.002/0001-89;2020-12-31;1;EMBRAER S.A.;740465;0;740465;4292;0;4292
07.704.246/0001-93;2020-12-31;1;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;88033592;0;88033592;0;0;0
07.718.269/0001-57;2020-12-31;1;SPRINGS GLOBAL PARTICIPACOES S.A.;50000;0;50000;0;0;0
07.802.794/0001-56;2020-12-31;1;ESSENTIA PCHS S.A.;362022509;0;362022509;0;0;0
07.816.890/0001-53;2020-12-31;1;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;565185834;35575041;600760875;7322845;0;7322845
07.820.907/0001-46;2020-12-31;1;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2422153;0;2422153;0;0;0
07.857.093/0001-14;2020-12-31;1;AURA MINERALS INC.;70742460;0;70742460;0;0;0
07.857.850/0001-50;2020-12-31;1;GP INVESTMENTS, LTD.;34424288;75321532;109745820;4474800;0;4474800
07.859.510/0001-68;2020-12-31;1;JHSF MALLS S.A.;107879979;0;107879979;0;0;0
07.859.971/0001-30;2020-12-31;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;590714;442783;1033497;0;0;0
07.882.930/0001-65;2020-12-31;1;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;105774820;0;105774820;0;0;0
07.950.674/0001-04;2020-12-31;1;CCX CARVÃO DA COLÔMBIA S.A. - EM LIQUIDAÇÃO;1701229;0;1701229;0;0;0
07.976.147/0001-60;2020-12-31;1;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;3396249655;0;3396249655;0;0;0
08.065.557/0001-12;2020-12-31;1;TECNISA S.A.;73619;0;73619;0;0;0
08.070.508/0001-78;2020-03-31;1;RAIZEN ENERGIA S.A.;7243283198;133342458;7376625656;0;0;0
08.078.847/0001-09;2020-12-31;1;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;147555;0;147555;0;0;0
08.159.965/0001-33;2020-12-31;1;IGUA SANEAMENTO S.A.;207017884;0;207017884;0;0;0
08.170.849/0001-15;2020-12-31;1;DESKTOP S.A.;28249338;0;28249338;0;0;0
08.213.823/0001-07;2020-12-31;1;AURA ALMAS MINERAÇÃO S.A.;132629690;0;132629690;0;0;0
08.294.224/0001-65;2020-12-31;1;JHSF PARTICIPACOES S.A.;684810641;0;684810641;2800000;0;2800000
08.312.229/0001-73;2020-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;200000000;0;200000000;0;0;0
08.324.196/0001-81;2020-12-31;3;CIA ENERGETICA DO RIO GDE NORTE - COSERN;129746;38328;168074;0;0;0
08.343.492/0001-20;2020-12-31;1;MRV ENGENHARIA E PARTICIPACOES S.A.;481954;0;481954;1;0;1
08.364.948/0001-38;2020-12-31;2;ALUPAR INVESTIMENTO S/A;596955970;282155299;879111269;0;0;0
08.397.078/0001-01;2020-12-31;1;GSH CORP PARTICIPAÇÕES S.A.;7116750;0;7116750;0;0;0
08.402.943/0001-52;2020-12-31;1;GUARARAPES CONFECCOES S.A.;499200000;0;499200000;0;0;0
08.424.178/0001-71;2020-12-31;1;TECBLU TECELAGEM BLUMENAU S.A.;180894;1025897;1206791;0;0;0
08.439.659/0001-50;2020-12-31;2;CPFL ENERGIAS RENOVÁVEIS S.A.;593782504;0;593782504;0;0;0
08.467.115/0001-00;2020-12-31;1;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;9516732;164014;9680746;0;0;0
08.493.364/0001-62;2020-03-31;3;CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;1064082217;0;1064082217;0;0;0
08.534.605/0001-74;2020-12-31;1;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;31352518;10367206;41719724;0;0;0
08.560.444/0001-93;2020-12-31;2;CIA CELG DE PARTICIPACOES - CELGPAR;77928;0;77928;0;0;0
08.574.411/0001-00;2020-12-31;3;PRÁTICA PRODUTOS S.A.;3355031;373242;3728273;0;0;0
08.613.550/0001-98;2020-12-31;1;NEXPE PARTICIPAÇÕES S.A;36278;0;36278;797;0;797
08.764.621/0001-53;2020-12-31;1;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;1928769;0;1928769;53431;0;53431
08.769.451/0001-08;2020-12-31;1;VIRGO COMPANHIA DE SECURITIZAÇÃO;5562985;0;5562985;0;0;0
08.773.135/0001-00;2020-12-31;1;2W ECOBANK S.A.;113548407;0;113548407;0;0;0
08.773.191/0001-36;2020-12-31;1;BRASILIANA PARTICIPAÇÕES S/A;507692309;42307699;550000008;0;0;0
